cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,3345,2646,4.077802430765974,3.806572260988483,0.27123016977749126,2.3043228218743415,0.02124044519458471,0.05994331068590925
occipital,lambda,active_vs_constant,active,constant,3345,2015,4.077802430765974,3.333203788027492,0.7445986427384823,5.784077834738869,7.821341255237827e-09,0.16364896732854625
occipital,lambda,passive_vs_constant,passive,constant,2646,2015,3.806572260988483,3.333203788027492,0.47336847296099105,3.5114913655692384,0.00045017414562240456,0.10402769084421046
occipital,P1_frp,active_vs_passive,active,passive,3345,2646,2.3554790764580122,2.3787968825989387,-0.02331780614092649,-0.18161133969561744,0.855894474633228,-0.004765521300598394
occipital,P1_frp,active_vs_constant,active,constant,3345,2015,2.3554790764580122,2.4204056820602746,-0.06492660560226238,-0.4834207005597421,0.6288222050568236,-0.013668755531742306
occipital,P1_frp,passive_vs_constant,passive,constant,2646,2015,2.3787968825989387,2.4204056820602746,-0.04160879946133589,-0.2861611249757491,0.7747680055108734,-0.008389580795135824
occipital,N1_frp,active_vs_passive,active,passive,3345,2646,-0.46254657887020273,-0.3485223044044382,-0.11402427446576452,-0.959015541775089,0.33759225227609085,-0.025025281310283632
occipital,N1_frp,active_vs_constant,active,constant,3345,2015,-0.46254657887020273,0.7393910613518605,-1.2019376402220632,-9.29033206084339,2.4198733772172908e-20,-0.26388235783907776
occipital,N1_frp,passive_vs_constant,passive,constant,2646,2015,-0.3485223044044382,0.7393910613518605,-1.0879133657562987,-7.946480264568094,2.4279850970525474e-15,-0.23506418242282695
occipital,P2_frp,active_vs_passive,active,passive,3345,2646,0.20564950382221905,0.3926129546393603,-0.18696345081714125,-1.5628519163439536,0.11814386272300563,-0.04078527303365551
occipital,P2_frp,active_vs_constant,active,constant,3345,2015,0.20564950382221905,0.9456271050672033,-0.7399776012449842,-5.681802681066564,1.4243293441209402e-08,-0.16143956952843203
occipital,P2_frp,passive_vs_constant,passive,constant,2646,2015,0.3926129546393603,0.9456271050672033,-0.553014150427843,-4.011954255187632,6.123555920521664e-05,-0.11868866248522329
occipital,Late_frp,active_vs_passive,active,passive,3345,2646,-0.2372647265512146,-0.18862991822490788,-0.04863480832630673,-0.39294470131009357,0.6943752664551086,-0.010255203985455706
occipital,Late_frp,active_vs_constant,active,constant,3345,2015,-0.2372647265512146,0.14139977944443613,-0.3786645059956507,-2.801782277039766,0.005105811244544628,-0.07971102860897304
occipital,Late_frp,passive_vs_constant,passive,constant,2646,2015,-0.18862991822490788,0.14139977944443613,-0.330029697669344,-2.307487137041639,0.021074771320616786,-0.06830724439324018
posterior,lambda,active_vs_passive,active,passive,3345,2646,1.9238861907714169,1.7988373419201908,0.12504884885122602,1.143746050422585,0.25277733670048025,0.02977772989971803
posterior,lambda,active_vs_constant,active,constant,3345,2015,1.9238861907714169,1.600300486179575,0.32358570459184177,2.721104247909841,0.006533195592764846,0.07694274596705841
posterior,lambda,passive_vs_constant,passive,constant,2646,2015,1.7988373419201908,1.600300486179575,0.19853685574061575,1.5892137049996808,0.11208525544646787,0.04701935058345717
posterior,P1_frp,active_vs_passive,active,passive,3345,2646,2.0061994811403374,2.016379818336801,-0.010180337196463718,-0.08657201578338763,0.9310148842601846,-0.0022726899497368313
posterior,P1_frp,active_vs_constant,active,constant,3345,2015,2.0061994811403374,1.9469467974889612,0.05925268365137626,0.4766791702061576,0.6336157486040964,0.013545671382935547
posterior,P1_frp,passive_vs_constant,passive,constant,2646,2015,2.016379818336801,1.9469467974889612,0.06943302084783998,0.5159983909852791,0.6058812829678497,0.01516115197364771
posterior,N1_frp,active_vs_passive,active,passive,3345,2646,-0.1717471227569445,-0.11900241397257125,-0.05274470878437326,-0.45857794298912585,0.646555200329416,-0.011990835258899775
posterior,N1_frp,active_vs_constant,active,constant,3345,2015,-0.1717471227569445,0.6585384409330726,-0.830285563690017,-6.6664139407313545,2.9682037501611695e-11,-0.18973297423744348
posterior,N1_frp,passive_vs_constant,passive,constant,2646,2015,-0.11900241397257125,0.6585384409330726,-0.7775408549056438,-5.8586051786081725,5.012519312730982e-09,-0.17308365863094813
posterior,P2_frp,active_vs_passive,active,passive,3345,2646,0.12258077168323178,0.348436134295796,-0.22585536261256423,-1.9875595866372482,0.0469094920144678,-0.05199556184874838
posterior,P2_frp,active_vs_constant,active,constant,3345,2015,0.12258077168323178,0.8579112555831272,-0.7353304838998954,-5.893913617435227,4.0796024350535914e-09,-0.1687912662225142
posterior,P2_frp,passive_vs_constant,passive,constant,2646,2015,0.348436134295796,0.8579112555831272,-0.5094751212873312,-3.832792678821517,0.0001285062038939513,-0.11355528412795636
posterior,Late_frp,active_vs_passive,active,passive,3345,2646,-0.32259042425743467,-0.2588882648947792,-0.0637021593626555,-0.5423767164507497,0.5875809528134515,-0.014211581903143202
posterior,Late_frp,active_vs_constant,active,constant,3345,2015,-0.32259042425743467,0.06463345976993583,-0.3872238840273705,-3.0235020886790744,0.002514399248280908,-0.08662735273143905
posterior,Late_frp,passive_vs_constant,passive,constant,2646,2015,-0.2588882648947792,0.06463345976993583,-0.323521724664715,-2.357389192782361,0.018448220728903342,-0.06973053806124321
parietal,lambda,active_vs_passive,active,passive,3345,2646,-0.1481636206515636,-0.16000089611847007,0.011837275466906466,0.10444288450225003,0.9168216429307067,0.0027283259346800727
parietal,lambda,active_vs_constant,active,constant,3345,2015,-0.1481636206515636,-0.1739912540188287,0.025827633367265096,0.21270738516824253,0.8315655262690903,0.00601745452619802
parietal,lambda,passive_vs_constant,passive,constant,2646,2015,-0.16000089611847007,-0.1739912540188287,0.01399035790035863,0.10832303420993271,0.9137444112346595,0.0031932954095449085
parietal,P1_frp,active_vs_passive,active,passive,3345,2646,0.30108017951234733,0.30846464331894313,-0.007384463806595798,-0.061871380484278114,0.9506675319506906,-0.0016255934927610204
parietal,P1_frp,active_vs_constant,active,constant,3345,2015,0.30108017951234733,0.19320447929852821,0.10787570021381912,0.8478486828796475,0.3965720313188082,0.02421166050394699
parietal,P1_frp,passive_vs_constant,passive,constant,2646,2015,0.30846464331894313,0.19320447929852821,0.11526016402041492,0.8357074337563578,0.40336483261010186,0.024596998298663367
