cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,1124,1217,4.112786817950951,4.278934946547637,-0.16614812859668593,-0.5154953231817296,0.6062570604783516,-0.021402440248305225
occipital,lambda,active_vs_constant,active,constant,1124,1556,4.112786817950951,3.813109580334619,0.29967723761633236,1.0058587367271585,0.314596237202717,0.04047004049536121
occipital,lambda,passive_vs_constant,passive,constant,1217,1556,4.278934946547637,3.813109580334619,0.4658253662130183,1.6980317385759052,0.08962595490541311,0.06562251709604694
occipital,P1_frp,active_vs_passive,active,passive,1124,1217,1.147730971564822,1.0749344629232065,0.07279650864161558,0.24053747508924916,0.8099351645824825,0.00997843454647161
occipital,P1_frp,active_vs_constant,active,constant,1124,1556,1.147730971564822,1.0042678162286371,0.14346315533618492,0.506827499378438,0.6123254879262053,0.02020085840052896
occipital,P1_frp,passive_vs_constant,passive,constant,1217,1556,1.0749344629232065,1.0042678162286371,0.07066664669456935,0.26689318400753165,0.7895729127133176,0.010266024930698489
occipital,N1_frp,active_vs_passive,active,passive,1124,1217,0.215061959551074,-0.330808787724648,0.545870747275722,1.895340990898036,0.05817354726765981,0.07865745659133924
occipital,N1_frp,active_vs_constant,active,constant,1124,1556,0.215061959551074,0.23994099772191754,-0.024879038170843554,-0.09261442817284113,0.9262182354230991,-0.0037031236109042417
occipital,N1_frp,passive_vs_constant,passive,constant,1217,1556,-0.330808787724648,0.23994099772191754,-0.5707497854465655,-2.287298121493123,0.022260134801063435,-0.08808730569031932
occipital,P2_frp,active_vs_passive,active,passive,1124,1217,-0.5804042142112457,-0.5840568111647033,0.003652596953457654,0.011615182283011588,0.9907336402771503,0.0004814127318364444
occipital,P2_frp,active_vs_constant,active,constant,1124,1556,-0.5804042142112457,-0.05319152290158719,-0.5272126913096584,-1.8316084677796163,0.06714478678668154,-0.07337290168304167
occipital,P2_frp,passive_vs_constant,passive,constant,1217,1556,-0.5840568111647033,-0.05319152290158719,-0.5308652882631161,-1.9482580257605324,0.05149664129913378,-0.07543723627387168
occipital,Late_frp,active_vs_passive,active,passive,1124,1217,-0.8485596802747176,-0.9138891644822126,0.06532948420749496,0.19844989094781423,0.842710683212505,0.008230276196207847
occipital,Late_frp,active_vs_constant,active,constant,1124,1556,-0.8485596802747176,-0.3240916722796202,-0.5244680079950974,-1.7274304907530478,0.08423047488722604,-0.0691870245875135
occipital,Late_frp,passive_vs_constant,passive,constant,1217,1556,-0.9138891644822126,-0.3240916722796202,-0.5897974922025924,-2.0716852235994363,0.03839685663900285,-0.0800514613245067
posterior,lambda,active_vs_passive,active,passive,1124,1217,0.6788932243238762,0.818987788752931,-0.14009456442905477,-0.39262717758333443,0.6946317779016078,-0.016306714626501052
posterior,lambda,active_vs_constant,active,constant,1124,1556,0.6788932243238762,0.549777776012904,0.12911544831097221,0.38809923483096814,0.697980467856357,0.015579826631692453
posterior,lambda,passive_vs_constant,passive,constant,1217,1556,0.818987788752931,0.549777776012904,0.269210012740027,0.8825343468580816,0.37757151167854386,0.03401150111936975
posterior,P1_frp,active_vs_passive,active,passive,1124,1217,0.9850399336010068,0.9107401982181897,0.07429973538281709,0.22165857592644073,0.8245995698058617,0.009201859452729519
posterior,P1_frp,active_vs_constant,active,constant,1124,1556,0.9850399336010068,0.4127652528461045,0.5722746807549024,1.805161188653787,0.07118222128279028,0.07185173092070465
posterior,P1_frp,passive_vs_constant,passive,constant,1217,1556,0.9107401982181897,0.4127652528461045,0.49797494537208525,1.6960873712184514,0.08998936143994062,0.06502775389817983
posterior,N1_frp,active_vs_passive,active,passive,1124,1217,1.7529052706831287,1.1581944579772816,0.5947108127058471,1.8345044463851217,0.06670906622344698,0.07611352729365424
posterior,N1_frp,active_vs_constant,active,constant,1124,1556,1.7529052706831287,1.1689773206745988,0.5839279500085299,1.910802167832298,0.05615544205494012,0.07595635879493089
posterior,N1_frp,passive_vs_constant,passive,constant,1217,1556,1.1581944579772816,1.1689773206745988,-0.010782862697317208,-0.03776855960057164,0.9698751282209548,-0.0014491397173341293
posterior,P2_frp,active_vs_passive,active,passive,1124,1217,-0.5224766374555557,-0.6380834571713637,0.115606819715808,0.3350992456901993,0.7375808182715181,0.013893282097436606
posterior,P2_frp,active_vs_constant,active,constant,1124,1556,-0.5224766374555557,-0.47741247246827,-0.045064164987285715,-0.1411529818312089,0.8877618163831708,-0.005636255000829019
posterior,P2_frp,passive_vs_constant,passive,constant,1217,1556,-0.6380834571713637,-0.47741247246827,-0.1606709847030937,-0.5337689594074271,0.5935484088407953,-0.020596286174724414
posterior,Late_frp,active_vs_passive,active,passive,1124,1217,-0.6140074662520701,-0.7240718166930665,0.11006435044099638,0.29926238618114626,0.7647671562997623,0.01242201080745873
posterior,Late_frp,active_vs_constant,active,constant,1124,1556,-0.6140074662520701,-0.4589703531159074,-0.15503711313616275,-0.44817278482564976,0.6540717095815027,-0.01787135503636352
posterior,Late_frp,passive_vs_constant,passive,constant,1217,1556,-0.7240718166930665,-0.4589703531159074,-0.26510146357715914,-0.8266224241063854,0.40852769772247605,-0.031748488379490895
parietal,lambda,active_vs_passive,active,passive,1124,1217,-2.583671250294962,-2.4854268453368347,-0.09824440495812725,-0.24122351599767997,0.809403707587623,-0.010018876594271524
parietal,lambda,active_vs_constant,active,constant,1124,1556,-2.583671250294962,-2.476174019700809,-0.10749723059415306,-0.28304123175572854,0.7771720970111462,-0.01136334464917558
parietal,lambda,passive_vs_constant,passive,constant,1217,1556,-2.4854268453368347,-2.476174019700809,-0.009252825636025808,-0.026583775550087264,0.978793804071147,-0.001024467315430049
parietal,P1_frp,active_vs_passive,active,passive,1124,1217,0.034364266502825425,-0.2966831289569894,0.3310473954598148,0.8319159026362282,0.4055433240131679,0.03451619120806817
parietal,P1_frp,active_vs_constant,active,constant,1124,1556,0.034364266502825425,-0.850194697186593,0.8845589636894184,2.3753396838009135,0.01761626719056779,0.09472054225072964
parietal,P1_frp,passive_vs_constant,passive,constant,1217,1556,-0.2966831289569894,-0.850194697186593,0.5535115682296037,1.5927098958557673,0.11134876272757901,0.06125826213249221
parietal,N1_frp,active_vs_passive,active,passive,1124,1217,2.6628706078992614,2.0795403379695827,0.5833302699296787,1.482910407180521,0.13823497366502865,0.06145240796602551
parietal,N1_frp,active_vs_constant,active,constant,1124,1556,2.6628706078992614,1.258305973956362,1.4045646339428994,3.8308794805246587,0.00013112445079396443,0.15213235990519347
parietal,N1_frp,passive_vs_constant,passive,constant,1217,1556,2.0795403379695827,1.258305973956362,0.8212343640132207,2.355411418484751,0.01857744374630331,0.09064060120623751
parietal,P2_frp,active_vs_passive,active,passive,1124,1217,0.2715895781230602,-0.13882916492195324,0.41041874304501347,1.001558933595174,0.31666210982538495,0.041522409083158456
parietal,P2_frp,active_vs_constant,active,constant,1124,1556,0.2715895781230602,-0.8117343825180897,1.08332396064115,2.868822190021492,0.0041589916746596085,0.11473210104873274
parietal,P2_frp,passive_vs_constant,passive,constant,1217,1556,-0.13882916492195324,-0.8117343825180897,0.6729052175961365,1.889144972592782,0.058987707156111624,0.07299625865424306
parietal,Late_frp,active_vs_passive,active,passive,1124,1217,1.073060158284614,0.651266003879145,0.42179415440546897,0.9494084001501559,0.34251300906092563,0.03937423444640434
parietal,Late_frp,active_vs_constant,active,constant,1124,1556,1.073060158284614,-0.46516514402037124,1.5382253023049852,3.7449624356595557,0.00018502312570501382,0.1498207514437781
parietal,Late_frp,passive_vs_constant,passive,constant,1217,1556,0.651266003879145,-0.46516514402037124,1.1164311478995161,2.897198619414492,0.0037976292784860435,0.1118545581842614
frontal,lambda,active_vs_passive,active,passive,1124,1217,-3.723880179885664,-3.5629929949834884,-0.16088718490217557,-0.33656761376549343,0.7364740428281655,-0.013979252642816771
frontal,lambda,active_vs_constant,active,constant,1124,1556,-3.723880179885664,-3.3472815329156473,-0.37659864697001666,-0.8482675997459993,0.39638291595597036,-0.03412402307808691
