subject,condition,cluster,window,n,mean_amp_uv
024,active,occipital,lambda,1124,4.112787
024,active,occipital,P1_frp,1124,1.147731
024,active,occipital,N1_frp,1124,0.215062
024,active,occipital,P2_frp,1124,-0.580404
024,active,occipital,Late_frp,1124,-0.84856
024,active,posterior,lambda,1124,0.678893
024,active,posterior,P1_frp,1124,0.98504
024,active,posterior,N1_frp,1124,1.752905
024,active,posterior,P2_frp,1124,-0.522477
024,active,posterior,Late_frp,1124,-0.614007
024,active,parietal,lambda,1124,-2.583671
024,active,parietal,P1_frp,1124,0.034364
024,active,parietal,N1_frp,1124,2.662871
024,active,parietal,P2_frp,1124,0.27159
024,active,parietal,Late_frp,1124,1.07306
024,active,frontal,lambda,1124,-3.72388
024,active,frontal,P1_frp,1124,-1.626986
024,active,frontal,N1_frp,1124,0.923954
024,active,frontal,P2_frp,1124,0.470791
024,active,frontal,Late_frp,1124,2.131671
024,passive,occipital,lambda,1217,4.278935
024,passive,occipital,P1_frp,1217,1.074934
024,passive,occipital,N1_frp,1217,-0.330809
024,passive,occipital,P2_frp,1217,-0.584057
024,passive,occipital,Late_frp,1217,-0.913889
024,passive,posterior,lambda,1217,0.818988
024,passive,posterior,P1_frp,1217,0.91074
024,passive,posterior,N1_frp,1217,1.158194
024,passive,posterior,P2_frp,1217,-0.638083
024,passive,posterior,Late_frp,1217,-0.724072
024,passive,parietal,lambda,1217,-2.485427
024,passive,parietal,P1_frp,1217,-0.296683
024,passive,parietal,N1_frp,1217,2.07954
024,passive,parietal,P2_frp,1217,-0.138829
024,passive,parietal,Late_frp,1217,0.651266
024,passive,frontal,lambda,1217,-3.562993
024,passive,frontal,P1_frp,1217,-1.882704
024,passive,frontal,N1_frp,1217,1.118233
024,passive,frontal,P2_frp,1217,0.444233
024,passive,frontal,Late_frp,1217,2.033899
024,constant,occipital,lambda,1556,3.81311
024,constant,occipital,P1_frp,1556,1.004268
024,constant,occipital,N1_frp,1556,0.239941
024,constant,occipital,P2_frp,1556,-0.053192
024,constant,occipital,Late_frp,1556,-0.324092
024,constant,posterior,lambda,1556,0.549778
024,constant,posterior,P1_frp,1556,0.412765
024,constant,posterior,N1_frp,1556,1.168977
024,constant,posterior,P2_frp,1556,-0.477412
024,constant,posterior,Late_frp,1556,-0.45897
024,constant,parietal,lambda,1556,-2.476174
024,constant,parietal,P1_frp,1556,-0.850195
024,constant,parietal,N1_frp,1556,1.258306
024,constant,parietal,P2_frp,1556,-0.811734
024,constant,parietal,Late_frp,1556,-0.465165
024,constant,frontal,lambda,1556,-3.347282
024,constant,frontal,P1_frp,1556,-1.70925
024,constant,frontal,N1_frp,1556,-0.02626
024,constant,frontal,P2_frp,1556,-0.601524
024,constant,frontal,Late_frp,1556,-0.045051
