cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,1265,1199,-0.08371867015095356,0.01840562607708006,-0.10212429622803362,-0.391704523308018,0.6953104891853958,-0.015780042517488702
occipital,lambda,active_vs_constant,active,constant,1265,1037,-0.08371867015095356,0.20018695333018544,-0.283905623481139,-1.1277944312856125,0.25952452749136046,-0.04649257753580755
occipital,lambda,passive_vs_constant,passive,constant,1199,1037,0.01840562607708006,0.20018695333018544,-0.18178132725310536,-0.7189441880317646,0.47225049983855016,-0.030172295274120912
occipital,P1_frp,active_vs_passive,active,passive,1265,1199,1.204385956795776,0.956384638534089,0.24800131826168703,0.9146187192175811,0.36048140224894076,0.036821333805567784
occipital,P1_frp,active_vs_constant,active,constant,1265,1037,1.204385956795776,1.494317376075851,-0.28993141928007504,-1.077917407828396,0.2811841483548365,-0.044568547456459905
occipital,P1_frp,passive_vs_constant,passive,constant,1199,1037,0.956384638534089,1.494317376075851,-0.5379327375417621,-2.017155961530226,0.04379901436386095,-0.08499200959163185
occipital,N1_frp,active_vs_passive,active,passive,1265,1199,0.42871754389756633,0.43085074079577557,-0.002133196898209233,-0.008211957028854713,0.9934485469472798,-0.0003300660764696155
occipital,N1_frp,active_vs_constant,active,constant,1265,1037,0.42871754389756633,1.1514022597830138,-0.7226847158854475,-2.7961606620940467,0.0052143468887190835,-0.11499526391951975
occipital,N1_frp,passive_vs_constant,passive,constant,1199,1037,0.43085074079577557,1.1514022597830138,-0.7205515189872382,-2.9039145167672733,0.0037215957951234075,-0.12240376105385004
occipital,P2_frp,active_vs_passive,active,passive,1265,1199,-1.068460018934385,-0.6675445876699877,-0.4009154312643972,-1.4331455022144426,0.1519436503277671,-0.057592363073113634
occipital,P2_frp,active_vs_constant,active,constant,1265,1037,-1.068460018934385,0.31537266033521627,-1.3838326792696012,-4.967372906994564,7.285714853719366e-07,-0.20419095815666208
occipital,P2_frp,passive_vs_constant,passive,constant,1199,1037,-0.6675445876699877,0.31537266033521627,-0.982917248005204,-3.6886856107296504,0.00023082073901560375,-0.15550424938344606
occipital,Late_frp,active_vs_passive,active,passive,1265,1199,-1.3778664270886654,-1.1868301858096773,-0.1910362412789881,-0.6280711406387993,0.5300156991241747,-0.025249419114163993
occipital,Late_frp,active_vs_constant,active,constant,1265,1037,-1.3778664270886654,-0.19742147187282524,-1.18044495521584,-3.926971565417799,8.855375354621314e-05,-0.1613932159511573
occipital,Late_frp,passive_vs_constant,passive,constant,1199,1037,-1.1868301858096773,-0.19742147187282524,-0.989408713936852,-3.4159346634768197,0.0006470265725355894,-0.14383439067628523
posterior,lambda,active_vs_passive,active,passive,1265,1199,-0.3213281672321031,0.04552696698128112,-0.3668551342133842,-1.2832725690519584,0.1995174511655737,-0.051683044281142655
posterior,lambda,active_vs_constant,active,constant,1265,1037,-0.3213281672321031,0.1783784808782502,-0.4997066481103533,-1.7932161918758054,0.07306996494765038,-0.07398987642454845
posterior,lambda,passive_vs_constant,passive,constant,1199,1037,0.04552696698128112,0.1783784808782502,-0.1328515138969691,-0.4772742593129893,0.6332135437643764,-0.020057900527541767
posterior,P1_frp,active_vs_passive,active,passive,1265,1199,0.8179228005709447,0.7165282030838434,0.10139459748710133,0.3382493334575628,0.7352041534389473,0.013620898099899519
posterior,P1_frp,active_vs_constant,active,constant,1265,1037,0.8179228005709447,1.2672493825541138,-0.4493265819831691,-1.5015787499967188,0.13334428267096146,-0.062221658666415644
posterior,P1_frp,passive_vs_constant,passive,constant,1199,1037,0.7165282030838434,1.2672493825541138,-0.5507211794702704,-1.8472103990242552,0.06484943025858905,-0.07790430505371664
posterior,N1_frp,active_vs_passive,active,passive,1265,1199,0.49098348035992584,0.6785413611361064,-0.18755788077618057,-0.6585945636383533,0.5102178893204675,-0.026471958304581784
posterior,N1_frp,active_vs_constant,active,constant,1265,1037,0.49098348035992584,1.3706997733727162,-0.8797162930127904,-3.0829367698766252,0.0020740288795699723,-0.12699030433072894
posterior,N1_frp,passive_vs_constant,passive,constant,1199,1037,0.6785413611361064,1.3706997733727162,-0.6921584122366098,-2.5234690088468366,0.011689583205014904,-0.10648497593335544
posterior,P2_frp,active_vs_passive,active,passive,1265,1199,-0.8655179872119966,-0.43857376909530477,-0.4269442181166918,-1.401191422067607,0.16128338970228764,-0.05629877896376635
posterior,P2_frp,active_vs_constant,active,constant,1265,1037,-0.8655179872119966,0.48212315564360597,-1.3476411428556025,-4.402069940382353,1.1212719436723485e-05,-0.18117969195810682
posterior,P2_frp,passive_vs_constant,passive,constant,1199,1037,-0.43857376909530477,0.48212315564360597,-0.9206969247389107,-3.1524193353846144,0.0016408644948090005,-0.1330830490491365
posterior,Late_frp,active_vs_passive,active,passive,1265,1199,-1.1447768104200444,-0.8925595395675725,-0.2522172708524719,-0.7606693180536206,0.44692772329067915,-0.030565052731767527
posterior,Late_frp,active_vs_constant,active,constant,1265,1037,-1.1447768104200444,0.17620038231873877,-1.3209771927387832,-3.9927789466279204,6.735160849523925e-05,-0.1641339359094948
posterior,Late_frp,passive_vs_constant,passive,constant,1199,1037,-0.8925595395675725,0.17620038231873877,-1.0687599218863113,-3.383988803817347,0.0007268000579404478,-0.14270300854965848
parietal,lambda,active_vs_passive,active,passive,1265,1199,-0.637525948097719,-0.16114413496452576,-0.4763818131331933,-1.430256760373865,0.1527702700396252,-0.05759082683250352
parietal,lambda,active_vs_constant,active,constant,1265,1037,-0.637525948097719,-0.07774777096322379,-0.5597781771344952,-1.693790452829553,0.09044124473148654,-0.07008458356675767
parietal,lambda,passive_vs_constant,passive,constant,1199,1037,-0.16114413496452576,-0.07774777096322379,-0.08339636400130197,-0.2536140902920747,0.799817122541226,-0.01068644495048004
parietal,P1_frp,active_vs_passive,active,passive,1265,1199,-0.2349789629596422,-0.42183423954645766,0.18685527658681544,0.5374565093330592,0.5910009473170078,0.02165123066524874
parietal,P1_frp,active_vs_constant,active,constant,1265,1037,-0.2349789629596422,0.02705617112205342,-0.26203513408169565,-0.7513011738662672,0.45254927401762424,-0.031207026887230867
parietal,P1_frp,passive_vs_constant,passive,constant,1199,1037,-0.42183423954645766,0.02705617112205342,-0.4488904106685111,-1.2823745227697334,0.19984517519800823,-0.054121350708210336
