cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,1017,780,4.703881740774117,3.9915058018563974,0.7123759389177193,2.313781322557874,0.020806577842048663,0.11148992290978764
occipital,lambda,active_vs_constant,active,constant,1017,1071,4.703881740774117,3.421826913949574,1.2820548268245426,4.679682041996683,3.057638040524438e-06,0.20466051028240645
occipital,lambda,passive_vs_constant,passive,constant,780,1071,3.9915058018563974,3.421826913949574,0.5696788879068233,1.8372791958404897,0.06635071925914453,0.08716269520540562
occipital,P1_frp,active_vs_passive,active,passive,1017,780,1.7068893653960444,1.841602725306764,-0.13471335991071953,-0.40021179769414345,0.6890544511709671,-0.019300619135127116
occipital,P1_frp,active_vs_constant,active,constant,1017,1071,1.7068893653960444,1.7914428066839245,-0.08455344128788012,-0.28270840283762494,0.7774284234653823,-0.012362351811657285
occipital,P1_frp,passive_vs_constant,passive,constant,780,1071,1.841602725306764,1.7914428066839245,0.05015991862283942,0.14768785483084776,0.8826074088807612,0.007008187701533358
occipital,N1_frp,active_vs_passive,active,passive,1017,780,-1.5457332717409813,-2.1369603285584957,0.5912270568175144,1.6809371873327,0.09297391232406099,0.08121948843842794
occipital,N1_frp,active_vs_constant,active,constant,1017,1071,-1.5457332717409813,-0.7903781197493701,-0.7553551519916112,-2.3996106177455023,0.016499799827059868,-0.10484631710703833
occipital,N1_frp,passive_vs_constant,passive,constant,780,1071,-2.1369603285584957,-0.7903781197493701,-1.3465822088091257,-3.7481213556888533,0.0001843236898386613,-0.17739343227864185
occipital,P2_frp,active_vs_passive,active,passive,1017,780,-0.7002178908359585,-0.43673329837523756,-0.263484592460721,-0.6769052665649924,0.49856489146782645,-0.03264901835407783
occipital,P2_frp,active_vs_constant,active,constant,1017,1071,-0.7002178908359585,-0.010237219344758823,-0.6899806714911997,-1.9425809460367445,0.05220154300623009,-0.08483215049793641
occipital,P2_frp,passive_vs_constant,passive,constant,780,1071,-0.43673329837523756,-0.010237219344758823,-0.42649607903047876,-1.0630952388450647,0.2878917000471181,-0.0500445273234589
occipital,Late_frp,active_vs_passive,active,passive,1017,780,-1.3375593112353803,-1.2702420948533473,-0.06731721638203303,-0.14872955791016343,0.8817875135318611,-0.007284264354899474
occipital,Late_frp,active_vs_constant,active,constant,1017,1071,-1.3375593112353803,-0.8364347512749118,-0.5011245599604685,-1.2460241547025939,0.21289806649035237,-0.05429085236873142
occipital,Late_frp,passive_vs_constant,passive,constant,780,1071,-1.2702420948533473,-0.8364347512749118,-0.4338073435784354,-0.9022514503327939,0.3670550726409169,-0.04267263922147344
posterior,lambda,active_vs_passive,active,passive,1017,780,3.678777432120769,2.854404211528634,0.8243732205921352,2.5818737814575172,0.009914517820609765,0.12418676352308639
posterior,lambda,active_vs_constant,active,constant,1017,1071,3.678777432120769,2.7093627709391526,0.9694146611816166,3.4260250538432406,0.000624360933967418,0.14992836674391172
posterior,lambda,passive_vs_constant,passive,constant,780,1071,2.854404211528634,2.7093627709391526,0.14504144058948132,0.45543619339471897,0.6488565716274196,0.02164360294351263
posterior,P1_frp,active_vs_passive,active,passive,1017,780,1.7690521933211028,1.6006143896113412,0.16843780370976158,0.4926879297987137,0.6223019556803643,0.023805148501809988
posterior,P1_frp,active_vs_constant,active,constant,1017,1071,1.7690521933211028,1.866971610860075,-0.09791941753897215,-0.32554829742338104,0.7447987865203025,-0.014236354424190117
posterior,P1_frp,passive_vs_constant,passive,constant,780,1071,1.6006143896113412,1.866971610860075,-0.26635722124873373,-0.772840914390039,0.43972991791764704,-0.03676721397250403
posterior,N1_frp,active_vs_passive,active,passive,1017,780,-0.7435499972000131,-1.3686346068848114,0.6250846096847983,1.7382861572455526,0.08235616163267233,0.08397409481125218
posterior,N1_frp,active_vs_constant,active,constant,1017,1071,-0.7435499972000131,-0.06143706277864209,-0.682112934421371,-2.1219616012988305,0.03395860159585133,-0.09272448099956443
posterior,N1_frp,passive_vs_constant,passive,constant,780,1071,-1.3686346068848114,-0.06143706277864209,-1.3071975441061694,-3.564429096412729,0.0003750827700955822,-0.16876543027932098
posterior,P2_frp,active_vs_passive,active,passive,1017,780,-0.9365360630443585,-0.7679499492872208,-0.16858611375713772,-0.42821211644728496,0.6685549572743115,-0.02065763417194216
posterior,P2_frp,active_vs_constant,active,constant,1017,1071,-0.9365360630443585,-0.2250116988446596,-0.7115243641996989,-1.9765298779505314,0.04822671171566656,-0.08630272972858574
posterior,P2_frp,passive_vs_constant,passive,constant,780,1071,-0.7679499492872208,-0.2250116988446596,-0.5429382504425613,-1.3350632154079662,0.1820363021581687,-0.06280756168185164
posterior,Late_frp,active_vs_passive,active,passive,1017,780,-1.2877098883339428,-1.3233979006886976,0.03568801235475472,0.07793136906009314,0.9378932309250054,0.0038127761674287114
posterior,Late_frp,active_vs_constant,active,constant,1017,1071,-1.2877098883339428,-0.852074406257812,-0.4356354820761309,-1.0661648004703403,0.28647476004912487,-0.04645706785225238
posterior,Late_frp,passive_vs_constant,passive,constant,780,1071,-1.3233979006886976,-0.852074406257812,-0.4713234944308856,-0.9692549703102713,0.3325596217857008,-0.04579929750729231
parietal,lambda,active_vs_passive,active,passive,1017,780,0.4851178794683703,0.11156747006059116,0.37355040940777917,1.0954171178314525,0.2734988152865661,0.05272291544832808
parietal,lambda,active_vs_constant,active,constant,1017,1071,0.4851178794683703,0.13381047193596066,0.35130740753240963,1.166812938879564,0.243419443372939,0.051063580315506944
