subject,block_type,n_fix,mean_fix_dur,duration_s,fix_rate,n_sacc,mean_sacc_amp,mean_sacc_pv,sacc_rate,pupil_mean,pupil_sd
006,active,1030,307.7155339805811,408.7370000000001,2.5199578212885054,1030,165.1802942707307,192.17980551117833,2.5199578212885054,2608.583581177325,325.16938775814225
006,constant,1062,253.5122410546148,409.9039999999998,2.590850540614389,1062,144.90095884649216,194.6473633394403,2.590850540614389,3303.7920600096004,403.01194592066395
006,passive,1156,244.18598615917037,411.27199999999993,2.8107918846894515,1156,129.4461611011562,160.9703285075389,2.8107918846894515,2601.515336309657,328.4379790767903
