subject,condition,cluster,window,n,mean_amp_uv
015,active,occipital,lambda,2344,2.994498
015,active,occipital,P1_frp,2344,4.237762
015,active,occipital,N1_frp,2344,0.394814
015,active,occipital,P2_frp,2344,0.436538
015,active,occipital,Late_frp,2344,1.01673
015,active,posterior,lambda,2344,2.26083
015,active,posterior,P1_frp,2344,3.178416
015,active,posterior,N1_frp,2344,0.619348
015,active,posterior,P2_frp,2344,0.381377
015,active,posterior,Late_frp,2344,0.888339
015,active,parietal,lambda,2344,0.641711
015,active,parietal,P1_frp,2344,0.136463
015,active,parietal,N1_frp,2344,0.939286
015,active,parietal,P2_frp,2344,0.553189
015,active,parietal,Late_frp,2344,1.319693
015,active,frontal,lambda,2344,-1.920992
015,active,frontal,P1_frp,2344,-3.550044
015,active,frontal,N1_frp,2344,0.4768
015,active,frontal,P2_frp,2344,0.922258
015,active,frontal,Late_frp,2344,2.22126
015,passive,occipital,lambda,2127,3.412966
015,passive,occipital,P1_frp,2127,5.015368
015,passive,occipital,N1_frp,2127,1.278701
015,passive,occipital,P2_frp,2127,1.735357
015,passive,occipital,Late_frp,2127,3.15029
015,passive,posterior,lambda,2127,2.653168
015,passive,posterior,P1_frp,2127,3.881874
015,passive,posterior,N1_frp,2127,1.29855
015,passive,posterior,P2_frp,2127,1.423637
015,passive,posterior,Late_frp,2127,2.706061
015,passive,parietal,lambda,2127,0.869221
015,passive,parietal,P1_frp,2127,0.608352
015,passive,parietal,N1_frp,2127,1.276029
015,passive,parietal,P2_frp,2127,1.257319
015,passive,parietal,Late_frp,2127,2.986029
015,passive,frontal,lambda,2127,-2.318321
015,passive,frontal,P1_frp,2127,-3.957601
015,passive,frontal,N1_frp,2127,0.123843
015,passive,frontal,P2_frp,2127,0.961714
015,passive,frontal,Late_frp,2127,3.3439
015,constant,occipital,lambda,2026,4.140352
015,constant,occipital,P1_frp,2026,6.012041
015,constant,occipital,N1_frp,2026,2.559512
015,constant,occipital,P2_frp,2026,3.441993
015,constant,occipital,Late_frp,2026,5.541088
015,constant,posterior,lambda,2026,3.095278
015,constant,posterior,P1_frp,2026,4.566549
015,constant,posterior,N1_frp,2026,2.35918
015,constant,posterior,P2_frp,2026,2.835962
015,constant,posterior,Late_frp,2026,4.536321
015,constant,parietal,lambda,2026,1.125914
015,constant,parietal,P1_frp,2026,0.98387
015,constant,parietal,N1_frp,2026,2.178876
015,constant,parietal,P2_frp,2026,2.502674
015,constant,parietal,Late_frp,2026,4.372373
015,constant,frontal,lambda,2026,-1.959816
015,constant,frontal,P1_frp,2026,-3.716347
015,constant,frontal,N1_frp,2026,0.719856
015,constant,frontal,P2_frp,2026,1.664015
015,constant,frontal,Late_frp,2026,3.823724
