cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,681,749,2.708419978617593,2.421533253355742,0.286886725261851,0.5735507956309839,0.5663641944968927,0.030449884210813495
occipital,lambda,active_vs_constant,active,constant,681,720,2.708419978617593,2.7412410474352225,-0.032821068817629584,-0.07034062244797175,0.9439334843437234,-0.00378541117141937
occipital,lambda,passive_vs_constant,passive,constant,749,720,2.421533253355742,2.7412410474352225,-0.3197077940794806,-0.7299279988942553,0.4655533390332111,-0.03795486085629068
occipital,P1_frp,active_vs_passive,active,passive,681,749,0.4233337909419645,0.08400206911752141,0.3393317218244431,0.6664487883921599,0.5052339279466892,0.03535590070475089
occipital,P1_frp,active_vs_constant,active,constant,681,720,0.4233337909419645,1.9169356369597845,-1.49360184601782,-3.088737114905302,0.0020518499879093655,-0.1659329183108226
occipital,P1_frp,passive_vs_constant,passive,constant,749,720,0.08400206911752141,1.9169356369597845,-1.8329335678422631,-3.9903622022705787,6.926264734287618e-05,-0.20769027699867187
occipital,N1_frp,active_vs_passive,active,passive,681,749,2.5248556737584207,2.5783758528638616,-0.053520179105440935,-0.10449677626057938,0.9167898792596415,-0.005527103585221581
occipital,N1_frp,active_vs_constant,active,constant,681,720,2.5248556737584207,4.738344970133224,-2.2134892963748034,-4.464010061910656,8.699806473444953e-06,-0.23905988341008122
occipital,N1_frp,passive_vs_constant,passive,constant,749,720,2.5783758528638616,4.738344970133224,-2.1599691172693625,-4.416268602313432,1.0779819039382458e-05,-0.23009168502879543
occipital,P2_frp,active_vs_passive,active,passive,681,749,-3.1772164778361467,-2.961848046310297,-0.2153684315258495,-0.42962946473851477,0.6675304086694204,-0.022729296102829328
occipital,P2_frp,active_vs_constant,active,constant,681,720,-3.1772164778361467,-0.3377159423941525,-2.839500535441994,-5.949903539375684,3.406623969275945e-09,-0.31901363807702354
occipital,P2_frp,passive_vs_constant,passive,constant,749,720,-2.961848046310297,-0.3377159423941525,-2.6241321039161445,-5.592198344176039,2.673733666958507e-08,-0.2911401762465646
occipital,Late_frp,active_vs_passive,active,passive,681,749,-3.831132054586398,-3.8444529579642865,0.013320903377888715,0.026328850702156736,0.9789987392449656,0.0013922870649974487
occipital,Late_frp,active_vs_constant,active,constant,681,720,-3.831132054586398,-1.1754344433510164,-2.6556976112353814,-5.459020866516305,5.6733989008206826e-08,-0.2924270387801515
occipital,Late_frp,passive_vs_constant,passive,constant,749,720,-3.8444529579642865,-1.1754344433510164,-2.66901851461327,-5.548697695882949,3.4121958901192524e-08,-0.2890085078290101
posterior,lambda,active_vs_passive,active,passive,681,749,0.463657620727417,0.3260692805692367,0.13758834015818033,0.2746484555012599,0.7836269392743211,0.014579262066028132
posterior,lambda,active_vs_constant,active,constant,681,720,0.463657620727417,0.8637765858554959,-0.4001189651280789,-0.8498207520042339,0.39558108247971996,-0.045705269977491164
posterior,lambda,passive_vs_constant,passive,constant,749,720,0.3260692805692367,0.8637765858554959,-0.5377073052862592,-1.213343100330138,0.2251972621150813,-0.06311650973021853
posterior,P1_frp,active_vs_passive,active,passive,681,749,1.1757455832454393,0.9177516661282289,0.2579939171172104,0.5185145103999235,0.6041813847146372,0.027521162657529498
posterior,P1_frp,active_vs_constant,active,constant,681,720,1.1757455832454393,2.3870041262901713,-1.211258543044732,-2.4931753932809286,0.012779187422821216,-0.13373334511807183
posterior,P1_frp,passive_vs_constant,passive,constant,749,720,0.9177516661282289,2.3870041262901713,-1.4692524601619423,-3.193191173746725,0.0014370053050229107,-0.16641496141090237
posterior,N1_frp,active_vs_passive,active,passive,681,749,2.8111946260013903,2.939855396672247,-0.1286607706708569,-0.2567971531541853,0.7973725324704968,-0.013579485881136995
posterior,N1_frp,active_vs_constant,active,constant,681,720,2.8111946260013903,4.336013706236206,-1.5248190802348156,-3.0996987174340638,0.0019761055572644457,-0.16583297669438496
posterior,N1_frp,passive_vs_constant,passive,constant,749,720,2.939855396672247,4.336013706236206,-1.3961583095639587,-2.868760145293561,0.004179854436920618,-0.1495553068181599
posterior,P2_frp,active_vs_passive,active,passive,681,749,-2.904443654992094,-2.6156979998147776,-0.28874565517731643,-0.5833336764741183,0.5597614814888245,-0.030872129143038708
posterior,P2_frp,active_vs_constant,active,constant,681,720,-2.904443654992094,-0.2111517678632586,-2.6932918871288356,-5.603136642760776,2.539184423312207e-08,-0.30011742582911505
posterior,P2_frp,passive_vs_constant,passive,constant,749,720,-2.6156979998147776,-0.2111517678632586,-2.404546231951519,-5.10552139979873,3.7318704813051164e-07,-0.26603273899102
posterior,Late_frp,active_vs_passive,active,passive,681,749,-3.4804943966842483,-3.4323800299407052,-0.04811436674354308,-0.0947208150953463,0.9245499358539182,-0.005008979696628896
posterior,Late_frp,active_vs_constant,active,constant,681,720,-3.4804943966842483,-1.2878745526422912,-2.192619844041957,-4.415011689138828,1.0884309685911773e-05,-0.2362648854660539
posterior,Late_frp,passive_vs_constant,passive,constant,749,720,-3.4323800299407052,-1.2878745526422912,-2.144505477298414,-4.366311105285591,1.3522635128556029e-05,-0.2275855699316819
parietal,lambda,active_vs_passive,active,passive,681,749,-2.1680864230402106,-1.8659129623933848,-0.3021734606468258,-0.6883925570920568,0.49131845037918825,-0.036450400425529064
parietal,lambda,active_vs_constant,active,constant,681,720,-2.1680864230402106,-1.578096847895319,-0.5899895751448916,-1.3782216958021056,0.16835894765872622,-0.0738242838761689
parietal,lambda,passive_vs_constant,passive,constant,749,720,-1.8659129623933848,-1.578096847895319,-0.28781611449806577,-0.6900394317935795,0.4902786650510882,-0.035962011854067645
parietal,P1_frp,active_vs_passive,active,passive,681,749,0.3408141356097771,0.3082841975927528,0.03252993801702431,0.06978810035548379,0.9443721994486328,0.003697050398418515
parietal,P1_frp,active_vs_constant,active,constant,681,720,0.3408141356097771,0.45686586242502947,-0.11605172681525239,-0.2478533961203475,0.8042844250358866,-0.013256441346294553
parietal,P1_frp,passive_vs_constant,passive,constant,749,720,0.3082841975927528,0.45686586242502947,-0.1485816648322767,-0.32689369377563865,0.7437949651208844,-0.017057779392459897
parietal,N1_frp,active_vs_passive,active,passive,681,749,1.7592345702482042,2.3316361480445247,-0.5724015777963205,-1.2346559076556785,0.21716257170007264,-0.0652790349146428
parietal,N1_frp,active_vs_constant,active,constant,681,720,1.7592345702482042,2.6035519674790777,-0.8443173972308735,-1.8560211950294465,0.0636621851479176,-0.09929120206731548
parietal,N1_frp,passive_vs_constant,passive,constant,749,720,2.3316361480445247,2.6035519674790777,-0.271915819434553,-0.603182036579001,0.546480872364768,-0.03144456646317273
parietal,P2_frp,active_vs_passive,active,passive,681,749,-1.5752884486806824,-1.5524977342505346,-0.022790714430147796,-0.04952865566968175,0.9605049908637244,-0.002622504231710803
parietal,P2_frp,active_vs_constant,active,constant,681,720,-1.5752884486806824,-0.4287891270979613,-1.146499321582721,-2.5267630881479977,0.011622624872437528,-0.13525330066706354
parietal,P2_frp,passive_vs_constant,passive,constant,749,720,-1.5524977342505346,-0.4287891270979613,-1.1237086071525733,-2.5398132178950275,0.011193625111021626,-0.1324279524404126
parietal,Late_frp,active_vs_passive,active,passive,681,749,-1.0943100142357207,-1.1901979311132989,0.09588791687757814,0.19867700086253276,0.8425437255257394,0.010487822620517869
parietal,Late_frp,active_vs_constant,active,constant,681,720,-1.0943100142357207,-0.6100339162656453,-0.4842760979700754,-1.0362521172098746,0.3002646836980682,-0.055424871420378455
parietal,Late_frp,passive_vs_constant,passive,constant,749,720,-1.1901979311132989,-0.6100339162656453,-0.5801640148476536,-1.230866749683794,0.2185704223582767,-0.06413353128941365
frontal,lambda,active_vs_passive,active,passive,681,749,-2.794604768901721,-2.1343148375828056,-0.6602899313189154,-1.2273543780597784,0.21989695794073255,-0.06519084453304322
frontal,lambda,active_vs_constant,active,constant,681,720,-2.794604768901721,-2.2598004819405855,-0.5348042869611356,-1.0481060794976431,0.2947835154028239,-0.05635553508636794
