subject,condition,cluster,window,n,mean_amp_uv
019,active,occipital,lambda,584,4.614068
019,active,occipital,P1_frp,584,-0.823155
019,active,occipital,N1_frp,584,0.31706
019,active,occipital,P2_frp,584,-1.287548
019,active,occipital,Late_frp,584,-1.51616
019,active,posterior,lambda,584,1.334053
019,active,posterior,P1_frp,584,-0.035314
019,active,posterior,N1_frp,584,0.909538
019,active,posterior,P2_frp,584,-1.252504
019,active,posterior,Late_frp,584,-1.149803
019,active,parietal,lambda,584,-1.742299
019,active,parietal,P1_frp,584,-0.846681
019,active,parietal,N1_frp,584,1.236318
019,active,parietal,P2_frp,584,-1.130076
019,active,parietal,Late_frp,584,-0.318282
019,active,frontal,lambda,584,-3.814287
019,active,frontal,P1_frp,584,-2.455007
019,active,frontal,N1_frp,584,-0.096428
019,active,frontal,P2_frp,584,-0.465913
019,active,frontal,Late_frp,584,0.923149
019,passive,occipital,lambda,393,4.624797
019,passive,occipital,P1_frp,393,-0.173121
019,passive,occipital,N1_frp,393,0.714279
019,passive,occipital,P2_frp,393,-0.339137
019,passive,occipital,Late_frp,393,-1.074846
019,passive,posterior,lambda,393,1.309582
019,passive,posterior,P1_frp,393,0.068713
019,passive,posterior,N1_frp,393,1.079747
019,passive,posterior,P2_frp,393,-0.610124
019,passive,posterior,Late_frp,393,-0.99429
019,passive,parietal,lambda,393,-1.458341
019,passive,parietal,P1_frp,393,-0.911924
019,passive,parietal,N1_frp,393,1.23659
019,passive,parietal,P2_frp,393,-0.803627
019,passive,parietal,Late_frp,393,-0.450674
019,passive,frontal,lambda,393,-2.499026
019,passive,frontal,P1_frp,393,-1.717799
019,passive,frontal,N1_frp,393,0.219868
019,passive,frontal,P2_frp,393,0.227436
019,passive,frontal,Late_frp,393,1.210682
019,constant,occipital,lambda,566,2.758094
019,constant,occipital,P1_frp,566,1.036224
019,constant,occipital,N1_frp,566,1.369111
019,constant,occipital,P2_frp,566,0.214758
019,constant,occipital,Late_frp,566,-0.926123
019,constant,posterior,lambda,566,0.512138
019,constant,posterior,P1_frp,566,0.77915
019,constant,posterior,N1_frp,566,1.417222
019,constant,posterior,P2_frp,566,0.162155
019,constant,posterior,Late_frp,566,-0.751657
019,constant,parietal,lambda,566,-1.32876
019,constant,parietal,P1_frp,566,-0.339252
019,constant,parietal,N1_frp,566,1.463908
019,constant,parietal,P2_frp,566,-0.133541
019,constant,parietal,Late_frp,566,-0.639696
019,constant,frontal,lambda,566,-1.917593
019,constant,frontal,P1_frp,566,-1.302965
019,constant,frontal,N1_frp,566,0.387179
019,constant,frontal,P2_frp,566,0.144367
019,constant,frontal,Late_frp,566,0.386582
