subject,condition,cluster,window,n,mean_amp_uv
020,active,occipital,lambda,1174,4.445619
020,active,occipital,P1_frp,1174,0.393049
020,active,occipital,N1_frp,1174,-0.25904
020,active,occipital,P2_frp,1174,-1.642432
020,active,occipital,Late_frp,1174,-1.832084
020,active,posterior,lambda,1174,2.107911
020,active,posterior,P1_frp,1174,0.610486
020,active,posterior,N1_frp,1174,0.520461
020,active,posterior,P2_frp,1174,-1.152068
020,active,posterior,Late_frp,1174,-1.086244
020,active,parietal,lambda,1174,-0.992868
020,active,parietal,P1_frp,1174,-0.523215
020,active,parietal,N1_frp,1174,1.079773
020,active,parietal,P2_frp,1174,-0.069933
020,active,parietal,Late_frp,1174,0.621222
020,active,frontal,lambda,1174,-2.672261
020,active,frontal,P1_frp,1174,-1.260837
020,active,frontal,N1_frp,1174,1.127427
020,active,frontal,P2_frp,1174,0.99793
020,active,frontal,Late_frp,1174,2.528607
020,passive,occipital,lambda,1160,3.992389
020,passive,occipital,P1_frp,1160,0.09099
020,passive,occipital,N1_frp,1160,-0.079722
020,passive,occipital,P2_frp,1160,-1.007535
020,passive,occipital,Late_frp,1160,-1.109129
020,passive,posterior,lambda,1160,1.52857
020,passive,posterior,P1_frp,1160,0.074058
020,passive,posterior,N1_frp,1160,0.323209
020,passive,posterior,P2_frp,1160,-0.947767
020,passive,posterior,Late_frp,1160,-0.778201
020,passive,parietal,lambda,1160,-1.45409
020,passive,parietal,P1_frp,1160,-1.304739
020,passive,parietal,N1_frp,1160,0.753042
020,passive,parietal,P2_frp,1160,-0.353978
020,passive,parietal,Late_frp,1160,0.585144
020,passive,frontal,lambda,1160,-2.726295
020,passive,frontal,P1_frp,1160,-1.860058
020,passive,frontal,N1_frp,1160,0.984688
020,passive,frontal,P2_frp,1160,0.863332
020,passive,frontal,Late_frp,1160,2.556478
020,constant,occipital,lambda,1539,3.661566
020,constant,occipital,P1_frp,1539,0.494974
020,constant,occipital,N1_frp,1539,1.004221
020,constant,occipital,P2_frp,1539,-0.002544
020,constant,occipital,Late_frp,1539,-0.31897
020,constant,posterior,lambda,1539,1.586762
020,constant,posterior,P1_frp,1539,0.37787
020,constant,posterior,N1_frp,1539,0.981841
020,constant,posterior,P2_frp,1539,-0.049554
020,constant,posterior,Late_frp,1539,-0.301101
020,constant,parietal,lambda,1539,-0.912448
020,constant,parietal,P1_frp,1539,-0.748336
020,constant,parietal,N1_frp,1539,0.664698
020,constant,parietal,P2_frp,1539,0.043669
020,constant,parietal,Late_frp,1539,0.141574
020,constant,frontal,lambda,1539,-1.803759
020,constant,frontal,P1_frp,1539,-1.273037
020,constant,frontal,N1_frp,1539,0.316555
020,constant,frontal,P2_frp,1539,0.395185
020,constant,frontal,Late_frp,1539,0.909235
