cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,901,599,5.703785372246922,6.444947353466694,-0.7411619812197721,-2.088250473305968,0.03697019999394716,-0.1097433352646315
occipital,lambda,active_vs_constant,active,constant,901,862,5.703785372246922,5.595641756307251,0.10814361593967092,0.34475686597488364,0.7303183475354041,0.016402457970969973
occipital,lambda,passive_vs_constant,passive,constant,599,862,6.444947353466694,5.595641756307251,0.849305597159443,2.4330217945920003,0.015113306808073212,0.1305501013526095
occipital,P1_frp,active_vs_passive,active,passive,901,599,3.126249398822268,3.608061285312632,-0.48181188649036377,-1.2606457996142364,0.2076735223955934,-0.06707117895527846
occipital,P1_frp,active_vs_constant,active,constant,901,862,3.126249398822268,3.5805762548510143,-0.4543268560287461,-1.3654911174226374,0.17227324429536575,-0.06503039152548482
occipital,P1_frp,passive_vs_constant,passive,constant,599,862,3.608061285312632,3.5805762548510143,0.027485030461617654,0.07182877711645522,0.942749826173583,0.003865370485022923
occipital,N1_frp,active_vs_passive,active,passive,901,599,-1.9967043322699294,-1.6650669789317625,-0.3316373533381669,-0.8293875243981137,0.40704183854321485,-0.043902082924744144
occipital,N1_frp,active_vs_constant,active,constant,901,862,-1.9967043322699294,-1.0998881115349217,-0.8968162207350077,-2.6204179723715955,0.008857848031579877,-0.12461029874122112
occipital,N1_frp,passive_vs_constant,passive,constant,599,862,-1.6650669789317625,-1.0998881115349217,-0.5651788673968408,-1.447800205543964,0.1479349263897872,-0.07849712661901946
occipital,P2_frp,active_vs_passive,active,passive,901,599,-1.2737283520156963,-0.19057322487978912,-1.0831551271359072,-2.4565359851330983,0.014162322435846355,-0.13008747649746893
occipital,P2_frp,active_vs_constant,active,constant,901,862,-1.2737283520156963,0.5936259678868782,-1.8673543199025744,-4.9089744768904815,1.0001879615170402e-06,-0.23353951014660368
occipital,P2_frp,passive_vs_constant,passive,constant,599,862,-0.19057322487978912,0.5936259678868782,-0.7841991927666673,-1.8087806810856926,0.07073293834423681,-0.09776518682394658
occipital,Late_frp,active_vs_passive,active,passive,901,599,-1.9505106768484366,-1.156931071459257,-0.7935796053891795,-1.6613586444549144,0.0968832142566123,-0.08727948102775938
occipital,Late_frp,active_vs_constant,active,constant,901,862,-1.9505106768484366,-0.21911757363247886,-1.7313931032159577,-4.107099821984574,4.190312065205497e-05,-0.19538110519421414
occipital,Late_frp,passive_vs_constant,passive,constant,599,862,-1.156931071459257,-0.21911757363247886,-0.9378134978267783,-2.000187452353144,0.045697219753009694,-0.10739105882328429
posterior,lambda,active_vs_passive,active,passive,901,599,3.9216500896723203,4.45529636045785,-0.5336462707855296,-1.4944794260356984,0.13528503822516186,-0.0776269227580177
posterior,lambda,active_vs_constant,active,constant,901,862,3.9216500896723203,3.9020870738393585,0.019563015832961828,0.06152587444727895,0.9509474303166153,0.002923601140013355
posterior,lambda,passive_vs_constant,passive,constant,599,862,4.45529636045785,3.9020870738393585,0.5532092866184914,1.613038216948722,0.10698907431985924,0.08652229163545458
posterior,P1_frp,active_vs_passive,active,passive,901,599,2.3868306537637762,2.7198257781896897,-0.3329951244259135,-0.9000626303803279,0.36825628425064594,-0.0474686024730393
posterior,P1_frp,active_vs_constant,active,constant,901,862,2.3868306537637762,2.7716500252293486,-0.3848193714655723,-1.1891396948318589,0.23454507637496108,-0.05657593688005817
posterior,P1_frp,passive_vs_constant,passive,constant,599,862,2.7198257781896897,2.7716500252293486,-0.05182424703965882,-0.14235698293559615,0.8868213265310766,-0.007662274460061271
posterior,N1_frp,active_vs_passive,active,passive,901,599,-1.2218566792376138,-1.0405705182914629,-0.1812861609461509,-0.45460981778924564,0.6494673614323909,-0.0240008183012515
posterior,N1_frp,active_vs_constant,active,constant,901,862,-1.2218566792376138,-0.4544578023058612,-0.7673988769317526,-2.243226572994697,0.025006465063253727,-0.10664518289525789
posterior,N1_frp,passive_vs_constant,passive,constant,599,862,-1.0405705182914629,-0.4544578023058612,-0.5861127159856017,-1.5127274565304456,0.13061282366515362,-0.08200359138311106
posterior,P2_frp,active_vs_passive,active,passive,901,599,-1.1933310422534298,-0.3498298233195343,-0.8435012189338955,-1.9370337983483044,0.05296072941106193,-0.10210681485038978
posterior,P2_frp,active_vs_constant,active,constant,901,862,-1.1933310422534298,0.5338151830590384,-1.727146225312468,-4.570691143182968,5.199972020685855e-06,-0.2173652985471122
posterior,P2_frp,passive_vs_constant,passive,constant,599,862,-0.3498298233195343,0.5338151830590384,-0.8836450063785728,-2.077824328469793,0.037934873145044366,-0.11218799357383792
posterior,Late_frp,active_vs_passive,active,passive,901,599,-1.6904199802713804,-1.051223338737161,-0.6391966415342194,-1.3317449576528964,0.18318131503259696,-0.07024584213193327
posterior,Late_frp,active_vs_constant,active,constant,901,862,-1.6904199802713804,0.03880858012971109,-1.7292285604010915,-4.136028749727729,3.700206746183116e-05,-0.19674706112213336
posterior,Late_frp,passive_vs_constant,passive,constant,599,862,-1.051223338737161,0.03880858012971109,-1.0900319188668721,-2.3147163943084825,0.020793253558933616,-0.12477825011066548
parietal,lambda,active_vs_passive,active,passive,901,599,1.4731944907216954,2.0071715154135683,-0.5339770246918729,-1.3548024882091863,0.1757118627174287,-0.07074085354423765
parietal,lambda,active_vs_constant,active,constant,901,862,1.4731944907216954,1.5020270352004434,-0.028832544478748057,-0.08302644813065348,0.9338399871123351,-0.003946088682964276
parietal,lambda,passive_vs_constant,passive,constant,599,862,2.0071715154135683,1.5020270352004434,0.5051444802131249,1.327993770877723,0.18442581320321044,0.07144496362199435
parietal,P1_frp,active_vs_passive,active,passive,901,599,0.7050570183776959,0.9581794094538509,-0.2531223910761551,-0.6253258972651478,0.5318687922080813,-0.03298767153390519
