cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,2558,2520,1.366296465382686,0.9932747465064583,0.3730217188762276,2.7072869288783297,0.006806289412976792,0.07599216517828447
occipital,lambda,active_vs_constant,active,constant,2558,2484,1.366296465382686,1.0308321324322394,0.33546433295044653,2.583910925476797,0.009796810393513987,0.07265983763428857
occipital,lambda,passive_vs_constant,passive,constant,2520,2484,0.9932747465064583,1.0308321324322394,-0.03755738592578106,-0.28617660427329716,0.7747548736290389,-0.008083664353114374
occipital,P1_frp,active_vs_passive,active,passive,2558,2520,0.7994404409903523,0.6559666075431262,0.14347383344722608,0.9707173484911329,0.3317353229404596,0.027246380252251276
occipital,P1_frp,active_vs_constant,active,constant,2558,2484,0.7994404409903523,0.5204493876265923,0.27899105336375996,1.981029458815023,0.04764251742114053,0.05572152995278419
occipital,P1_frp,passive_vs_constant,passive,constant,2520,2484,0.6559666075431262,0.5204493876265923,0.13551721991653387,0.9550863115425713,0.3395806016060929,0.026983027079471603
occipital,N1_frp,active_vs_passive,active,passive,2558,2520,0.2989248928806035,0.16979273866203543,0.12913215421856805,0.7743270635661207,0.4387734744326215,0.021732884403607246
occipital,N1_frp,active_vs_constant,active,constant,2558,2484,0.2989248928806035,0.6868720629116648,-0.38794717003106133,-2.470115017836958,0.01354019625893175,-0.0694440717425916
occipital,N1_frp,passive_vs_constant,passive,constant,2520,2484,0.16979273866203543,0.6868720629116648,-0.5170793242496294,-3.280139040087461,0.0010447653608845768,-0.09265253247999287
occipital,P2_frp,active_vs_passive,active,passive,2558,2520,-0.11370967075748868,-0.2706212035231118,0.15691153276562314,0.7896828910600234,0.4297498729140639,0.022162616096932153
occipital,P2_frp,active_vs_constant,active,constant,2558,2484,-0.11370967075748868,0.21004716436313328,-0.323756835120622,-1.7196367251676346,0.08556050844602095,-0.048348931949789904
occipital,P2_frp,passive_vs_constant,passive,constant,2520,2484,-0.2706212035231118,0.21004716436313328,-0.4806683678862451,-2.554469266264868,0.010664683246660308,-0.07216137729356051
occipital,Late_frp,active_vs_passive,active,passive,2558,2520,-0.5031604248591688,-0.9373784013867656,0.43421797652759686,1.6522177647406426,0.09855202013815162,0.04636451378345361
occipital,Late_frp,active_vs_constant,active,constant,2558,2484,-0.5031604248591688,-0.4596839780623125,-0.043476446796856305,-0.17333214893552404,0.862397386683703,-0.004873314283604775
occipital,Late_frp,passive_vs_constant,passive,constant,2520,2484,-0.9373784013867656,-0.4596839780623125,-0.47769442332445317,-1.9217750788896837,0.05469129978918676,-0.05429397354369325
posterior,lambda,active_vs_passive,active,passive,2558,2520,0.8010207844560634,0.43618073757303366,0.36484004688302973,2.522888006268655,0.01166987875767559,0.07081788914318271
posterior,lambda,active_vs_constant,active,constant,2558,2484,0.8010207844560634,0.638524630783907,0.16249615367215642,1.196275885000933,0.231645677106855,0.033637776573762136
posterior,lambda,passive_vs_constant,passive,constant,2520,2484,0.43618073757303366,0.638524630783907,-0.20234389321087332,-1.4708974805408348,0.14138269621310906,-0.04154668965454091
posterior,P1_frp,active_vs_passive,active,passive,2558,2520,0.7980214711837875,0.6312425620535735,0.16677890913021398,1.0836512185732778,0.27857098365822835,0.03041793174579168
posterior,P1_frp,active_vs_constant,active,constant,2558,2484,0.7980214711837875,0.6537533808364284,0.1442680903473591,0.9901088336246217,0.3221687414404334,0.02784701067187184
posterior,P1_frp,passive_vs_constant,passive,constant,2520,2484,0.6312425620535735,0.6537533808364284,-0.02251081878285488,-0.1527023212295828,0.8786392582055995,-0.0043137299293403075
posterior,N1_frp,active_vs_passive,active,passive,2558,2520,0.5725008744389473,0.43206508374935165,0.1404357906895956,0.8246736374627673,0.40959571296692343,0.023150343124043352
posterior,N1_frp,active_vs_constant,active,constant,2558,2484,0.5725008744389473,0.8766408832852977,-0.3041400088463504,-1.9091640397631038,0.05629813881406685,-0.05368453251268955
posterior,N1_frp,passive_vs_constant,passive,constant,2520,2484,0.43206508374935165,0.8766408832852977,-0.444575799535946,-2.741142906881616,0.006144711644481024,-0.07742157416448621
posterior,P2_frp,active_vs_passive,active,passive,2558,2520,-0.26937869687508775,-0.49067167450224036,0.2212929776271526,1.1083012387861761,0.2677843293189773,0.03111218663524817
posterior,P2_frp,active_vs_constant,active,constant,2558,2484,-0.26937869687508775,0.05098854870965291,-0.32036724558474067,-1.7083237394025397,0.08763829485275414,-0.048042570130637334
posterior,P2_frp,passive_vs_constant,passive,constant,2520,2484,-0.49067167450224036,0.05098854870965291,-0.5416602232118932,-2.838679069013486,0.004548601751701887,-0.08018137326942053
posterior,Late_frp,active_vs_passive,active,passive,2558,2520,-0.5439659167443361,-1.0413430094623646,0.49737709271802844,1.9239170090263715,0.05442089520602591,0.05400528846521855
posterior,Late_frp,active_vs_constant,active,constant,2558,2484,-0.5439659167443361,-0.44094509155180134,-0.1030208251925348,-0.42192619268553105,0.6730969999551992,-0.011866429589503147
posterior,Late_frp,passive_vs_constant,passive,constant,2520,2484,-1.0413430094623646,-0.44094509155180134,-0.6003979179105632,-2.4263459993009526,0.015287269718350727,-0.06854012145481365
