sub,session_type,n_pictures,estimated_duration_s,gap_s,actual_duration_s,actual_minus_gap_s,estimate_plus_gap_s,raw_ratio_total_actual,gap_removed_ratio,estimate_plus_gap_ratio,n_fixations_modeled_or_observed,n_trials
025,active,18,13.875,15.558725,91.98790067499999,76.429175675,29.433725000000003,0.16092840696048175,0.19765223060871373,0.33478596275315564,18.0,4
025,constant,9,12.625,0.85,42.839528474999724,41.98952847499972,13.475,0.30089139617975574,0.3073938910650623,0.3215948504781478,1.0,4
025,constant,12,16.125,0.85,65.53890682500014,64.68890682500015,16.975,0.2498691014799219,0.2533146949273083,0.26324163615173035,1.0,4
025,constant,18,19.75,0.85,92.0862599249997,91.2362599249997,20.6,0.2213324816966856,0.22352120160008224,0.2308214524879826,1.0,4
025,passive,9,8.5,7.957224999999999,42.89784802499992,34.940623024999915,16.457225,0.2067843233036697,0.25964815025148946,0.40014437977657036,9.0,4
025,passive,12,10.625,10.41055,65.64707902500004,55.23652902500004,21.03555,0.17074969620050945,0.20669753578110572,0.3339201912873707,12.0,4
025,passive,18,16.25,15.558724999999999,92.2653858000001,76.70666080000011,31.808725,0.1822685361636084,0.22246041900495858,0.35553701511016156,18.0,4
026,active,9,15.25,7.628475,29.236926699999913,21.60845169999991,22.878475,0.5386336284508283,0.7450017459456375,0.805275814279744,9.0,4
026,active,12,20.125,10.216075,38.20079197499979,27.98471697499979,30.341075,0.5252913598701792,0.7203294655978172,0.7957429724202034,12.0,4
026,active,18,28.0,15.717324999999999,60.02856040000006,44.31123540000006,43.717325,0.48588105128280046,0.6797199356211244,0.7578124673490497,18.0,4
026,constant,9,23.625,0.85,29.3474694250001,28.497469425000098,24.475,0.8217534532960004,0.8473177221829622,0.8513783270526111,1.0,4
026,constant,12,31.375,0.85,38.299410699999726,37.449410699999724,32.225,0.8189253156780992,0.8377513440664911,0.8413732783228537,1.0,4
026,constant,18,49.625,0.85,60.11834387499971,59.268343874999715,50.474999999999994,0.8279420412110199,0.8403515823236021,0.8426551555846293,1.0,4
026,passive,9,19.0,7.628475,29.389067150000187,21.76059215000019,26.628475,0.6650671755564858,0.9155002797911507,0.930363397351556,9.0,4
026,passive,12,25.125,10.216075000000002,38.4281933499999,28.212118349999905,35.341075000000004,0.6497498808035018,0.8871636071990445,0.9185724390329778,12.0,4
026,passive,18,36.625,15.717324999999999,60.251752749999696,44.53442774999969,52.342325,0.596133769999341,0.8188971038398023,0.8669794249589141,18.0,4
