cluster,window,comparison,condition_a,condition_b,n_a,n_b,mean_a_uv,mean_b_uv,mean_diff_uv,t_stat,p_value,cohens_d
occipital,lambda,active_vs_passive,active,passive,586,618,5.054081057581756,4.635504129549525,0.41857692803223134,1.1825338720682363,0.2372278981267046,0.06812611569345402
occipital,lambda,active_vs_constant,active,constant,586,915,5.054081057581756,4.270441639903038,0.7836394176787183,2.564203930993475,0.010469207761899604,0.13941391362417807
occipital,lambda,passive_vs_constant,passive,constant,618,915,4.635504129549525,4.270441639903038,0.3650624896464869,1.190189920850092,0.23421073386906865,0.06386742997918633
occipital,P1_frp,active_vs_passive,active,passive,586,618,4.349248494500448,4.767501551057277,-0.41825305655682943,-1.0765509680732337,0.28189694609178834,-0.061994306031067585
occipital,P1_frp,active_vs_constant,active,constant,586,915,4.349248494500448,5.29762734139933,-0.9483788468988816,-2.811803345201851,0.005008788084293731,-0.15156730471876081
occipital,P1_frp,passive_vs_constant,passive,constant,618,915,4.767501551057277,5.29762734139933,-0.5301257903420522,-1.549977293881491,0.12140989449679433,-0.0827996598146168
occipital,N1_frp,active_vs_passive,active,passive,586,618,-0.7818449492914105,-1.1955657751114672,0.41372082582005676,1.0965539490059164,0.273056070352449,0.06314471743481502
occipital,N1_frp,active_vs_constant,active,constant,586,915,-0.7818449492914105,0.6117320869053964,-1.393577036196807,-4.239300707494067,2.4172116328226154e-05,-0.22794335760649906
occipital,N1_frp,passive_vs_constant,passive,constant,618,915,-1.1955657751114672,0.6117320869053964,-1.8072978620168636,-5.419180305154049,7.216490034275577e-08,-0.2889068064221686
occipital,P2_frp,active_vs_passive,active,passive,586,618,-0.3939878533090577,-0.31501768180559653,-0.0789701715034612,-0.20622170326811698,0.8366526952370711,-0.011884008630111385
occipital,P2_frp,active_vs_constant,active,constant,586,915,-0.3939878533090577,0.7645717029431349,-1.1585595562521926,-3.499437927406478,0.00048451600025335316,-0.19078630516740389
occipital,P2_frp,passive_vs_constant,passive,constant,618,915,-0.31501768180559653,0.7645717029431349,-1.0795893847487315,-3.273340127688583,0.0010936425627784375,-0.17570634625023063
occipital,Late_frp,active_vs_passive,active,passive,586,618,-1.2085700670998112,-1.5843330488530825,0.3757629817532713,1.0007439240094043,0.31715528150362093,0.05781571122534251
occipital,Late_frp,active_vs_constant,active,constant,586,915,-1.2085700670998112,0.05907341735552746,-1.2676434844553386,-3.76655060864446,0.0001742973993354217,-0.20656462107968546
occipital,Late_frp,passive_vs_constant,passive,constant,618,915,-1.5843330488530825,0.05907341735552746,-1.6434064662086099,-5.219356405781757,2.1027162076998094e-07,-0.27658419561690256
posterior,lambda,active_vs_passive,active,passive,586,618,1.8843728853957962,1.7901338017717796,0.09423908362401656,0.27016771162218556,0.7870776285054991,0.015564116525334752
posterior,lambda,active_vs_constant,active,constant,586,915,1.8843728853957962,1.7332401679001674,0.15113271749562873,0.49390717581940813,0.6214639342861022,0.02657789926566937
posterior,lambda,passive_vs_constant,passive,constant,618,915,1.7901338017717796,1.7332401679001674,0.05689363387161217,0.1851800660894001,0.853118476685417,0.009849017440353474
posterior,P1_frp,active_vs_passive,active,passive,586,618,3.399033076607313,3.739118347488438,-0.34008527088112483,-0.9230886904670232,0.35614649685350436,-0.05320197079699568
posterior,P1_frp,active_vs_constant,active,constant,586,915,3.399033076607313,4.3598925916331535,-0.9608595150258403,-2.932681097626633,0.0034248217007936997,-0.15730107312247807
posterior,P1_frp,passive_vs_constant,passive,constant,618,915,3.739118347488438,4.3598925916331535,-0.6207742441447155,-1.9073839078569137,0.056699328077102346,-0.10083225544140732
posterior,N1_frp,active_vs_passive,active,passive,586,618,0.4461366327194721,0.1698283223914905,0.27630831032798164,0.7216365157343207,0.4706585403136092,0.0415931354247697
posterior,N1_frp,active_vs_constant,active,constant,586,915,0.4461366327194721,1.8852275570041166,-1.4390909242846446,-4.194969740929012,2.9288614011929908e-05,-0.22411446077815236
posterior,N1_frp,passive_vs_constant,passive,constant,618,915,0.1698283223914905,1.8852275570041166,-1.7153992346126261,-5.0386054310547,5.366252811851487e-07,-0.2653457722367897
posterior,P2_frp,active_vs_passive,active,passive,586,618,-0.5689955849057158,-0.4778525499287876,-0.09114303497692816,-0.23723280704225957,0.8125166658609647,-0.013672581599342405
posterior,P2_frp,active_vs_constant,active,constant,586,915,-0.5689955849057158,0.7388104942361936,-1.3078060791419093,-3.8790827028523935,0.00011076167349278372,-0.20973585379641002
posterior,P2_frp,passive_vs_constant,passive,constant,618,915,-0.4778525499287876,0.7388104942361936,-1.2166630441649813,-3.6318146998377405,0.00029312127351729353,-0.19337964754127304
posterior,Late_frp,active_vs_passive,active,passive,586,618,-1.4241116025612086,-1.70917427072313,0.2850626681619215,0.7396773098767726,0.4596415991444425,0.04269867114433015
posterior,Late_frp,active_vs_constant,active,constant,586,915,-1.4241116025612086,-0.1392141240082001,-1.2848974785530085,-3.7077884010248403,0.00021909065215530344,-0.20105680231225853
